"","name","no_calls","all_calls","missingness_rate","private_variant_count","heterozygous_variant_count","O_HOM","E_HOM","N_SITES","F","perct_het_alt_in_snvs","perct_hom_alt_in_snvs","hom_AA_count","het_RA_count"
"259","HG00625",0,19398471,0,7453,1967460,75608694,75047578.81,77572882,0.2222,0,1,80605,0
"260","HG00626",0,18394989,0,9329,2026965,75604448,75047578.81,77572882,0.22052,0.517,0.483,50624,54264
"261","HG00628",0,20216523,0,9049,1981227,75595822,75047578.81,77572882,0.2171,0,1,75760,0
"262","HG00629",0,21295034,0,10674,2024504,75612149,75047578.81,77572882,0.22357,0.558,0.442,47906,60547
"263","HG00631",0,21063964,0,20448,2015339,75560830,75047578.81,77572882,0.20324,0,1,78324,0
"264","HG00632",0,20527675,0,17761,2049968,75588775,75047578.81,77572882,0.21431,0.554,0.446,49208,61206
"265","HG00634",0,20552601,0,8163,1971562,75604936,75047578.81,77572882,0.22071,0,1,79046,0
"266","HG00637",0,20637116,0,6408,2356550,75220708,75047578.81,77572882,0.06856,0,1,78982,0
"267","HG00638",0,21515429,0,10404,2465528,75190368,75047578.81,77572882,0.05654,0.643,0.357,43328,78021
"268","HG00640",0,19839254,0,7088,2247301,75330574,75047578.81,77572882,0.11206,0,1,82328,0
"269","HG00641",0,19560749,0,6162,2328606,75321024,75047578.81,77572882,0.10828,0.63,0.37,42571,72468
"270","HG00650",0,20190222,0,11530,1988618,75587882,75047578.81,77572882,0.21396,0,1,77528,0
"271","HG00651",0,20044353,0,11183,2040728,75593304,75047578.81,77572882,0.2161,0.534,0.466,50005,57229
"272","HG00653",0,20090803,0,12553,1989853,75586786,75047578.81,77572882,0.21352,0,1,79399,0
"273","HG00654",0,22182089,0,12711,2049303,75587521,75047578.81,77572882,0.21381,0.554,0.446,48398,60001
"274","HG00656",0,19342486,0,14770,2003833,75573003,75047578.81,77572882,0.20806,0,1,80007,0
"275","HG00657",0,20045546,0,14514,2056140,75579499,75047578.81,77572882,0.21064,0.545,0.455,48922,58638
"276","HG00662",0,19333982,0,12191,1975463,75601527,75047578.81,77572882,0.21936,0,1,78392,0
"277","HG00663",0,20591858,0,13070,2046478,75583107,75047578.81,77572882,0.21206,0.503,0.497,52166,52816
"278","HG00671",0,21535114,0,13663,2007992,75568741,75047578.81,77572882,0.20638,0,1,77845,0
"279","HG00672",0,20622741,0,12265,2034207,75598365,75047578.81,77572882,0.21811,0.524,0.476,50551,55664
"280","HG00674",0,20265042,0,20346,2010863,75566190,75047578.81,77572882,0.20537,0,1,77990,0
"281","HG00675",0,19883152,0,20914,2091368,75551708,75047578.81,77572882,0.19963,0.585,0.415,47089,66354
"282","HG00683",0,21280869,0,11874,1991981,75585018,75047578.81,77572882,0.21282,0,1,80349,0
"283","HG00684",0,24273738,0,13382,2048284,75591551,75047578.81,77572882,0.21541,0.565,0.435,48422,62882
"284","HG00689",0,23979283,0,11787,1984999,75591974,75047578.81,77572882,0.21558,0,1,80159,0
"285","HG00690",0,20716089,0,12533,2037371,75596429,75047578.81,77572882,0.21734,0.536,0.464,49945,57733
"286","HG00692",0,19635247,0,13135,1997273,75579378,75047578.81,77572882,0.21059,0,1,79447,0
"287","HG00693",0,20219806,0,12676,2057806,75575928,75047578.81,77572882,0.20922,0.525,0.475,51373,56810
"288","HG00698",0,19682645,0,12034,1990517,75586428,75047578.81,77572882,0.21338,0,1,81606,0
"289","HG00699",0,19154712,0,13053,2049509,75584776,75047578.81,77572882,0.21273,0.53,0.47,51322,57815
"290","HG00701",0,20542505,0,11333,2008396,75568332,75047578.81,77572882,0.20621,0,1,80705,0
"291","HG00704",0,20070519,0,13533,1970264,75606619,75047578.81,77572882,0.22138,0,1,80251,0
"292","HG00705",0,19430237,0,13541,2049804,75590917,75047578.81,77572882,0.21516,0.581,0.419,46033,63809
"293","HG00707",0,19137056,0,13351,1967108,75609727,75047578.81,77572882,0.22261,0,1,77444,0
"294","HG00708",0,20339919,0,14039,2052476,75583147,75047578.81,77572882,0.21208,0.544,0.456,48881,58224
"295","HG00717",0,19473450,0,16972,2050200,75589738,75047578.81,77572882,0.21469,0.561,0.439,49512,63211
"296","HG00728",0,20150435,0,19864,2008946,75567665,75047578.81,77572882,0.20595,0,1,78749,0
"297","HG00729",0,19314604,0,21029,2067907,75569765,75047578.81,77572882,0.20678,0.547,0.453,50645,61178
"298","HG00731",0,19703641,0,14156,2231093,75346689,75047578.81,77572882,0.11845,0,1,76174,0
"299","HG00732",0,20768247,0,12157,2313618,75328074,75047578.81,77572882,0.11107,0.585,0.415,45642,64387
"300","HG00734",0,20379710,0,10659,2390602,75276384,75047578.81,77572882,0.09061,0.688,0.312,40608,89752
"301","HG00736",0,21680004,0,8361,2243648,75333255,75047578.81,77572882,0.11313,0,1,73587,0
"302","HG00737",0,19372373,0,11064,2354801,75309398,75047578.81,77572882,0.10368,0.706,0.294,36222,86965
"303","HG00739",0,21352557,0,15759,2249295,75329481,75047578.81,77572882,0.11163,0,1,75585,0
"304","HG00740",0,21333107,0,7724,2414832,75237962,75047578.81,77572882,0.07539,0.64,0.36,42123,74842
"305","HG00742",0,23782039,0,8554,2231114,75346287,75047578.81,77572882,0.11829,0,1,82252,0
"306","HG00743",0,19833571,0,8114,2340587,75301741,75047578.81,77572882,0.10065,0.588,0.412,45356,64772
"307","HG00759",0,22366403,0,17596,2063459,75580675,75047578.81,77572882,0.2111,0.593,0.407,46065,67195
"308","HG00766",0,20742162,0,16443,2066586,75573044,75047578.81,77572882,0.20808,0.562,0.438,48757,62592
"309","HG00844",0,21300450,0,16798,2034456,75542414,75047578.81,77572882,0.19595,0,1,81687,0
"310","HG00851",0,21812239,0,17006,2039700,75598163,75047578.81,77572882,0.21803,0.554,0.446,49028,61006
"311","HG00864",0,19746443,0,8926,2049737,75581215,75047578.81,77572882,0.21132,0.519,0.481,50694,54714
"312","HG00867",0,20332591,0,15569,2076849,75558908,75047578.81,77572882,0.20248,0.547,0.453,49151,59266
"313","HG00879",0,19955189,0,7458,2031571,75601894,75047578.81,77572882,0.2195,0.529,0.471,50773,57012
"314","HG00881",0,20109726,0,13620,2021590,75555656,75047578.81,77572882,0.20119,0,1,81356,0
"315","HG00956",0,22165119,0,17365,2071914,75562830,75047578.81,77572882,0.20404,0.538,0.462,50112,58264
"316","HG00978",0,20017061,0,16499,2066880,75570561,75047578.81,77572882,0.2071,0.559,0.441,47869,60738
"317","HG00982",0,19613090,0,14376,2003454,75573610,75047578.81,77572882,0.2083,0,1,79249,0
"318","HG01028",0,21214499,0,15770,2006456,75570898,75047578.81,77572882,0.20723,0,1,79895,0
"319","HG01029",0,20202228,0,15579,2059413,75571993,75047578.81,77572882,0.20766,0.519,0.481,50512,54579
"320","HG01031",0,20576020,0,10539,2014632,75562117,75047578.81,77572882,0.20375,0,1,81168,0
"321","HG01046",0,20639128,0,13598,2037387,75596399,75047578.81,77572882,0.21733,0.531,0.469,50058,56597
"322","HG01047",0,19989168,0,10202,2279919,75297601,75047578.81,77572882,0.09901,0,1,78001,0
"323","HG01048",0,20621113,0,8989,2310405,75266560,75047578.81,77572882,0.08671,0,1,75751,0
"324","HG01049",0,19775173,0,10253,2572126,75091432,75047578.81,77572882,0.01737,0.68,0.32,40435,85924
"325","HG01051",0,22639533,0,8917,2425422,75152890,75047578.81,77572882,0.0417,0,1,86817,0
"326","HG01052",0,20424311,0,9993,2563786,75121113,75047578.81,77572882,0.02912,0.714,0.286,42981,107402
"327","HG01054",0,20099826,0,7418,2269206,75308041,75047578.81,77572882,0.10314,0,1,78215,0
"328","HG01055",0,20360005,0,7394,2424789,75227347,75047578.81,77572882,0.07119,0.647,0.353,40954,75134
"329","HG01058",0,20505344,0,5489,2394894,75254194,75047578.81,77572882,0.08182,0.641,0.359,40117,71714
"330","HG01060",0,23683157,0,7448,2269811,75307229,75047578.81,77572882,0.10282,0,1,84228,0
"331","HG01061",0,23866149,0,7671,2301797,75347105,75047578.81,77572882,0.11861,0.621,0.379,43518,71430
"332","HG01063",0,24442177,0,10642,2592860,74984533,75047578.81,77572882,-0.02497,0,1,88738,0
"333","HG01064",0,20650372,0,7057,2458995,75191666,75047578.81,77572882,0.05706,0.639,0.361,41406,73272
"334","HG01066",0,20241727,0,8221,2251122,75325811,75047578.81,77572882,0.11018,0,1,78317,0
"335","HG01067",0,20312722,0,6249,2346156,75301884,75047578.81,77572882,0.1007,0.626,0.374,42280,70702
"336","HG01069",0,19550414,0,7631,2296640,75280684,75047578.81,77572882,0.09231,0,1,77111,0
"337","HG01070",0,20624800,0,7669,2300180,75344087,75047578.81,77572882,0.11741,0.575,0.425,49171,66631
"338","HG01072",0,23895909,0,6992,2257769,75318866,75047578.81,77572882,0.10743,0,1,79598,0
"339","HG01073",0,21058404,0,8000,2320472,75327251,75047578.81,77572882,0.11075,0.625,0.375,42628,70943
"340","HG01075",0,22505875,0,16431,2281835,75296188,75047578.81,77572882,0.09845,0,1,78859,0
"341","HG01077",0,23277138,0,11392,2513566,75149074,75047578.81,77572882,0.04019,0.677,0.323,40333,84445
"342","HG01079",0,20626748,0,10993,2370487,75206938,75047578.81,77572882,0.0631,0,1,85148,0
"343","HG01080",0,21156599,0,7661,2384477,75274004,75047578.81,77572882,0.08966,0.665,0.335,40805,80867
"344","HG01082",0,20963458,0,6620,2427907,75148850,75047578.81,77572882,0.0401,0,1,93336,0
"345","HG01083",0,19934884,0,6731,2373785,75277254,75047578.81,77572882,0.09095,0.623,0.377,44342,73336
"346","HG01085",0,21039383,0,14999,2355524,75221789,75047578.81,77572882,0.06899,0,1,80999,0
"347","HG01086",0,23344478,0,10652,2393381,75254395,75047578.81,77572882,0.0819,0.632,0.368,40654,69771
"348","HG01088",0,22597310,0,9975,2430380,75147361,75047578.81,77572882,0.03951,0,1,92598,0
"349","HG01089",0,24670686,0,8035,2463912,75185017,75047578.81,77572882,0.05442,0.623,0.377,43226,71402
"350","HG01092",0,26329334,0,11393,2551042,75091040,75047578.81,77572882,0.01721,0.575,0.425,47743,64693
"351","HG01094",0,19880637,0,8892,2357850,75219962,75047578.81,77572882,0.06826,0,1,80067,0
"352","HG01095",0,23381432,0,13246,2398585,75260519,75047578.81,77572882,0.08432,0.661,0.339,41663,81269
"353","HG01097",0,19569187,0,6874,2269530,75308183,75047578.81,77572882,0.1032,0,1,80828,0
"354","HG01098",0,20841940,0,7351,2371232,75277490,75047578.81,77572882,0.09104,0.638,0.362,40251,71009
"355","HG01101",0,23329069,0,11173,2343066,75234212,75047578.81,77572882,0.07391,0,1,78814,0
"356","HG01102",0,20644090,0,7520,2452928,75194600,75047578.81,77572882,0.05822,0.604,0.396,45579,69545
"357","HG01104",0,19986471,0,10764,2298512,75279180,75047578.81,77572882,0.09171,0,1,80358,0
"358","HG01105",0,20688234,0,10592,2323081,75337011,75047578.81,77572882,0.11461,0.659,0.341,42726,82640
"359","HG01107",0,21175313,0,8956,2469545,75108103,75047578.81,77572882,0.02397,0,1,78292,0
"360","HG01108",0,21221495,0,11908,2872501,74812515,75047578.81,77572882,-0.09308,0.681,0.319,49886,106308
"361","HG01110",0,21410866,0,13194,2320713,75256817,75047578.81,77572882,0.08286,0,1,88525,0
"362","HG01111",0,20482778,0,12490,2429232,75234627,75047578.81,77572882,0.07407,0.686,0.314,39537,86505
"363","HG01112",0,19349223,0,7337,2149941,75427314,75047578.81,77572882,0.15037,0,1,76314,0
"364","HG01113",0,21722839,0,8492,2259724,75380615,75047578.81,77572882,0.13188,0.596,0.404,42514,62624
"365","HG01119",0,19306134,0,10939,2281672,75369367,75047578.81,77572882,0.12743,0.643,0.357,40845,73650
"366","HG01121",0,19611983,0,14659,2246584,75330912,75047578.81,77572882,0.1122,0,1,78474,0
"367","HG01122",0,21076656,0,20437,2353128,75295904,75047578.81,77572882,0.09833,0.636,0.364,41081,71639
"368","HG01124",0,22917122,0,16776,2389952,75187761,75047578.81,77572882,0.05551,0,1,78509,0
"369","HG01125",0,19496317,0,15273,2401186,75245273,75047578.81,77572882,0.07829,0.628,0.372,41024,69193
"370","HG01130",0,20328660,0,12265,2279219,75298190,75047578.81,77572882,0.09924,0,1,78613,0
"371","HG01131",0,19724235,0,12747,2316111,75331107,75047578.81,77572882,0.11227,0.615,0.385,43817,69999
"372","HG01133",0,20565277,0,13819,2216355,75361009,75047578.81,77572882,0.12412,0,1,78121,0
"373","HG01134",0,20093914,0,10369,2392287,75251361,75047578.81,77572882,0.0807,0.597,0.403,45118,66743
"374","HG01136",0,19458588,0,14226,2326860,75250709,75047578.81,77572882,0.08044,0,1,85848,0
"375","HG01137",0,22496085,0,11383,2253187,75392685,75047578.81,77572882,0.13666,0.607,0.393,44457,68594
"376","HG01139",0,21043849,0,11730,2380746,75196846,75047578.81,77572882,0.05911,0,1,100891,0
"377","HG01140",0,21092413,0,13114,2300079,75344821,75047578.81,77572882,0.11771,0.595,0.405,46247,67832
"378","HG01142",0,23519672,0,13233,2416937,75161014,75047578.81,77572882,0.04492,0,1,81444,0
"379","HG01148",0,19616570,0,5547,2073987,75503743,75047578.81,77572882,0.18064,0,1,78355,0
"380","HG01149",0,19832644,0,25338,2354238,75287438,75047578.81,77572882,0.09498,0.586,0.414,45183,63900
"381","HG01161",0,24324543,0,8530,2374530,75202739,75047578.81,77572882,0.06144,0,1,78946,0
"382","HG01162",0,23480996,0,8017,2366990,75280125,75047578.81,77572882,0.09209,0.627,0.373,41493,69732
"383","HG01164",0,23015893,0,8620,2276288,75301249,75047578.81,77572882,0.10045,0,1,78222,0
"384","HG01167",0,21544624,0,14534,2451956,75125615,75047578.81,77572882,0.0309,0,1,91768,0
"385","HG01168",0,19948898,0,7931,2263298,75384797,75047578.81,77572882,0.13354,0.647,0.353,38951,71268
"386","HG01170",0,23285842,0,8073,2318936,75258591,75047578.81,77572882,0.08356,0,1,92470,0
"387","HG01171",0,21390805,0,9210,2509803,75163535,75047578.81,77572882,0.04592,0.712,0.288,38852,96129
"388","HG01173",0,21179875,0,9043,2261870,75315646,75047578.81,77572882,0.10615,0,1,73584,0
"389","HG01174",0,19936312,0,7571,2270804,75379804,75047578.81,77572882,0.13156,0.63,0.37,42510,72457
"390","HG01176",0,26191492,0,12770,2308472,75269111,75047578.81,77572882,0.08772,0,1,87368,0
"391","HG01177",0,21052805,0,10153,2330867,75322072,75047578.81,77572882,0.1087,0.636,0.364,43166,75324
"392","HG01182",0,19246200,0,5430,2332472,75244763,75047578.81,77572882,0.07808,0,1,91458,0
"393","HG01183",0,19668298,0,6492,2380066,75267835,75047578.81,77572882,0.08722,0.621,0.379,43108,70602
"394","HG01187",0,24219871,0,9600,2381797,75195739,75047578.81,77572882,0.05867,0,1,97935,0
"395","HG01188",0,19804594,0,10798,2539064,75130336,75047578.81,77572882,0.03277,0.7,0.3,39590,92386
"396","HG01190",0,20279010,0,9004,2389370,75188143,75047578.81,77572882,0.05566,0,1,77037,0
"397","HG01191",0,20081709,0,7531,2361424,75288653,75047578.81,77572882,0.09546,0.633,0.367,42235,72923
"398","HG01197",0,24779736,0,6722,2249961,75327177,75047578.81,77572882,0.11072,0,1,79747,0
"399","HG01198",0,19031730,0,8478,2378982,75283126,75047578.81,77572882,0.09327,0.677,0.323,40536,84905
"400","HG01200",0,19590796,0,7480,2174576,75402380,75047578.81,77572882,0.1405,0,1,74589,0
"401","HG01204",0,23786114,0,8526,2310083,75268191,75047578.81,77572882,0.08736,0,1,79143,0
"402","HG01205",0,19882283,0,12446,2440437,75211000,75047578.81,77572882,0.06471,0.638,0.362,41769,73748
"403","HG01241",0,25848029,0,20306,2839589,74738543,75047578.81,77572882,-0.12238,0,1,110406,0
"404","HG01242",0,25807442,0,13363,2814667,74874108,75047578.81,77572882,-0.06869,0.697,0.303,48123,110498
"405","HG01247",0,20534894,0,11192,2418522,75159071,75047578.81,77572882,0.04415,0,1,79878,0
"406","HG01248",0,20890567,0,13019,2418110,75235301,75047578.81,77572882,0.07434,0.629,0.371,44608,75758
"407","HG01250",0,20109410,0,9749,2258109,75319519,75047578.81,77572882,0.10769,0,1,76151,0
"408","HG01251",0,18974397,0,8886,2274868,75378128,75047578.81,77572882,0.13089,0.646,0.354,41394,75435
"409","HG01253",0,20001669,0,9893,2267727,75309421,75047578.81,77572882,0.10369,0,1,79220,0
"410","HG01254",0,21354596,0,10308,2494401,75187339,75047578.81,77572882,0.05534,0.73,0.27,38623,104168
"411","HG01256",0,19405234,0,10951,2208136,75369052,75047578.81,77572882,0.1273,0,1,77454,0
"412","HG01257",0,19366002,0,10906,2262773,75381993,75047578.81,77572882,0.13243,0.602,0.398,45002,67957
"413","HG01259",0,19527748,0,9900,2195980,75380996,75047578.81,77572882,0.13203,0,1,74109,0
"414","HG01260",0,20771571,0,11758,2431098,75219988,75047578.81,77572882,0.06827,0.624,0.376,43699,72459
"415","HG01269",0,20558067,0,9910,2338651,75335141,75047578.81,77572882,0.11387,0.717,0.283,38100,96596
"416","HG01271",0,20320464,0,10518,2293115,75284463,75047578.81,77572882,0.0938,0,1,80612,0
"417","HG01272",0,20657557,0,11630,2471777,75166461,75047578.81,77572882,0.04708,0.53,0.47,53759,60624
"418","HG01275",0,22454819,0,9095,2103559,75542668,75047578.81,77572882,0.19605,0.628,0.372,40695,68612
"419","HG01277",0,21117234,0,10039,2144077,75432965,75047578.81,77572882,0.15261,0,1,78312,0
"420","HG01280",0,21133254,0,10890,2221157,75355511,75047578.81,77572882,0.12194,0,1,77843,0
"421","HG01281",0,20112399,0,10388,2314301,75333966,75047578.81,77572882,0.11341,0.635,0.365,40968,71311
"422","HG01284",0,21027217,0,11715,2357240,75298539,75047578.81,77572882,0.09938,0.656,0.344,40969,78288
"423","HG01286",0,21055626,0,7800,2445762,75130844,75047578.81,77572882,0.03297,0,1,98953,0
"424","HG01302",0,24102471,0,7429,2342359,75235434,75047578.81,77572882,0.07439,0,1,95598,0
"425","HG01303",0,24504946,0,8801,2380983,75263801,75047578.81,77572882,0.08562,0.606,0.394,44622,68753
"426","HG01305",0,22464600,0,7483,2374053,75203575,75047578.81,77572882,0.06177,0,1,77186,0
"427","HG01308",0,20853131,0,7735,2465658,75112696,75047578.81,77572882,0.02579,0,1,92035,0
"428","HG01311",0,23873171,0,9032,2289883,75286048,75047578.81,77572882,0.09443,0,1,81732,0
"429","HG01312",0,22638581,0,8342,2410140,75245930,75047578.81,77572882,0.07855,0.654,0.346,41344,78144
"430","HG01323",0,25525517,0,8827,2422238,75242121,75047578.81,77572882,0.07704,0.663,0.337,44222,87097
"431","HG01325",0,23587356,0,8692,2318477,75259465,75047578.81,77572882,0.08391,0,1,82410,0
"432","HG01326",0,23577446,0,7055,2388222,75261790,75047578.81,77572882,0.08483,0.631,0.369,42616,73001
"433","HG01334",0,19639929,0,9095,2137903,75438556,75047578.81,77572882,0.15482,0,1,75306,0
"434","HG01341",0,18945739,0,15894,2154952,75422838,75047578.81,77572882,0.1486,0,1,78924,0
"435","HG01342",0,23795730,0,15473,2719258,74963299,75047578.81,77572882,-0.03337,0.729,0.271,39442,105842
"436","HG01344",0,21866711,0,15978,2145971,75431054,75047578.81,77572882,0.15185,0,1,77268,0
"437","HG01345",0,22609206,0,12246,2329972,75313453,75047578.81,77572882,0.10528,0.598,0.402,44676,66417
"438","HG01348",0,21126945,0,11585,2208142,75428238,75047578.81,77572882,0.15074,0.547,0.453,49283,59508
"439","HG01350",0,22502567,0,8843,2206658,75370270,75047578.81,77572882,0.12778,0,1,75468,0
"440","HG01351",0,20182489,0,7876,2225048,75414243,75047578.81,77572882,0.1452,0.575,0.425,45787,62056
"441","HG01353",0,20247751,0,7762,2230578,75346506,75047578.81,77572882,0.11837,0,1,81182,0
"442","HG01354",0,22640049,0,6652,2224269,75419092,75047578.81,77572882,0.14712,0.608,0.392,43098,66776
"443","HG01356",0,20488475,0,9912,2265507,75312099,75047578.81,77572882,0.10475,0,1,77954,0
"444","HG01357",0,22690866,0,9983,2239184,75401843,75047578.81,77572882,0.14029,0.585,0.415,45089,63669
"445","HG01359",0,19632640,0,9623,2236924,75340770,75047578.81,77572882,0.1161,0,1,73835,0
"446","HG01360",0,20893539,0,10391,2339801,75308987,75047578.81,77572882,0.10352,0.637,0.363,40692,71476
"447","HG01362",0,21889830,0,16743,2370823,75207325,75047578.81,77572882,0.06326,0,1,105552,0
"448","HG01363",0,21241892,0,13219,2442496,75201384,75047578.81,77572882,0.06091,0.584,0.416,47032,65994
"449","HG01365",0,20422434,0,11658,2362052,75215471,75047578.81,77572882,0.06648,0,1,84618,0
"450","HG01366",0,32940104,0,8775,2381019,75288132,75047578.81,77572882,0.09526,0.672,0.328,44908,92104
"451","HG01369",0,20377407,0,15331,2282795,75353230,75047578.81,77572882,0.12104,0.539,0.461,50850,59354
"452","HG01372",0,20822102,0,11924,2279210,75367213,75047578.81,77572882,0.12657,0.606,0.394,44679,68813
"453","HG01374",0,19566509,0,6470,2167947,75408872,75047578.81,77572882,0.14307,0,1,75357,0
"454","HG01375",0,20275987,0,10417,2416486,75235490,75047578.81,77572882,0.07441,0.65,0.35,40031,74423
"455","HG01377",0,21588001,0,13742,2322915,75254739,75047578.81,77572882,0.08203,0,1,86996,0
