"","name","no_calls","all_calls","missingness_rate","private_variant_count","heterozygous_variant_count","O_HOM","E_HOM","N_SITES","F","perct_het_alt_in_snvs","perct_hom_alt_in_snvs","hom_AA_count","het_RA_count"
"1340","HG03567",0,22622899,0,20546,3009077,74679916,75047578.81,77572882,-0.14559,0.662,0.338,56379,110498
"1341","HG03571",0,24697646,0,14461,2864003,74714656,75047578.81,77572882,-0.13183,0,1,110709,0
"1342","HG03572",0,23639647,0,14773,2992165,74698042,75047578.81,77572882,-0.13841,0.672,0.328,54555,111561
"1343","HG03575",0,21382460,0,12046,2976924,74715276,75047578.81,77572882,-0.13159,0.674,0.326,55040,113626
"1344","HG03577",0,22256677,0,19977,2885533,74692784,75047578.81,77572882,-0.1405,0,1,113315,0
"1345","HG03578",0,21642068,0,9123,2960221,74723426,75047578.81,77572882,-0.12836,0.657,0.343,54949,105140
"1346","HG03583",0,22607303,0,16576,2994320,74692144,75047578.81,77572882,-0.14075,0.651,0.349,57732,107905
"1347","HG03585",0,21809255,0,16407,2204946,75371712,75047578.81,77572882,0.12835,0,1,78343,0
"1348","HG03589",0,19709044,0,16309,2273669,75377687,75047578.81,77572882,0.13072,0.635,0.365,42852,74687
"1349","HG03593",0,18640358,0,15193,2193499,75383716,75047578.81,77572882,0.13311,0,1,79656,0
"1350","HG03594",0,20866787,0,19649,2209955,75367228,75047578.81,77572882,0.12658,0,1,81094,0
"1351","HG03595",0,21491509,0,20398,2302512,75346027,75047578.81,77572882,0.11818,0.627,0.373,42496,71349
"1352","HG03598",0,19450944,0,16883,2296594,75353341,75047578.81,77572882,0.12108,0.627,0.373,43172,72442
"1353","HG03600",0,20738121,0,20835,2199842,75377296,75047578.81,77572882,0.13057,0,1,81335,0
"1354","HG03603",0,20444090,0,21818,2226834,75350606,75047578.81,77572882,0.12,0,1,79632,0
"1355","HG03604",0,20574585,0,17284,2272956,75371626,75047578.81,77572882,0.12832,0.601,0.399,44882,67490
"1356","HG03607",0,20973933,0,21049,2291176,75355725,75047578.81,77572882,0.12202,0.614,0.386,43672,69499
"1357","HG03611",0,21268365,0,22220,2295284,75348280,75047578.81,77572882,0.11908,0.596,0.404,45201,66623
"1358","HG03615",0,19340308,0,21750,2148231,75429161,75047578.81,77572882,0.1511,0,1,83225,0
"1359","HG03616",0,21384064,0,25396,2305431,75338786,75047578.81,77572882,0.11532,0.59,0.41,46572,66961
"1360","HG03619",0,22969910,0,20840,2220709,75424033,75047578.81,77572882,0.14907,0.603,0.397,44136,67008
"1361","HG03624",0,22497673,0,16877,2206573,75370861,75047578.81,77572882,0.12802,0,1,79400,0
"1362","HG03625",0,23152964,0,15645,2049271,75595028,75047578.81,77572882,0.21679,0.604,0.396,44080,67146
"1363","HG03629",0,25060296,0,18034,2223144,75354401,75047578.81,77572882,0.1215,0,1,76566,0
"1364","HG03631",0,20900289,0,18040,2289728,75359054,75047578.81,77572882,0.12334,0.629,0.371,42047,71409
"1365","HG03634",0,25339510,0,18555,2293246,75353286,75047578.81,77572882,0.12106,0.623,0.377,42211,69676
"1366","HG03636",0,21262175,0,11441,2198468,75378294,75047578.81,77572882,0.13096,0,1,81625,0
"1367","HG03640",0,24323934,0,13078,2249172,75398898,75047578.81,77572882,0.13912,0.612,0.388,44491,70304
"1368","HG03642",0,23406943,0,24453,2291813,75356479,75047578.81,77572882,0.12232,0.615,0.385,44537,71051
"1369","HG03643",0,25248473,0,19000,2271605,75376813,75047578.81,77572882,0.13037,0.627,0.373,42137,70688
"1370","HG03644",0,25657128,0,18560,2237425,75340234,75047578.81,77572882,0.11589,0,1,81837,0
"1371","HG03645",0,26041344,0,14200,2270136,75381875,75047578.81,77572882,0.13238,0.637,0.363,42654,74953
"1372","HG03646",0,21840984,0,16007,2203042,75374172,75047578.81,77572882,0.12933,0,1,77003,0
"1373","HG03649",0,22536770,0,19361,2242967,75334476,75047578.81,77572882,0.11361,0,1,79134,0
"1374","HG03652",0,25343200,0,18668,2216349,75360815,75047578.81,77572882,0.12404,0,1,81954,0
"1375","HG03653",0,25826888,0,19947,2298940,75347347,75047578.81,77572882,0.11871,0.612,0.388,43891,69356
"1376","HG03660",0,24339425,0,12361,2203612,75373917,75047578.81,77572882,0.12923,0,1,79193,0
"1377","HG03663",0,24835268,0,14214,2211011,75366484,75047578.81,77572882,0.12628,0,1,79861,0
"1378","HG03667",0,24809238,0,18616,2161007,75416283,75047578.81,77572882,0.146,0,1,81134,0
"1379","HG03668",0,23782906,0,18985,2301335,75349715,75047578.81,77572882,0.11964,0.637,0.363,41887,73584
"1380","HG03672",0,24677849,0,12683,2131666,75445118,75047578.81,77572882,0.15742,0,1,77282,0
"1381","HG03673",0,25030764,0,23096,2282700,75363335,75047578.81,77572882,0.12504,0.603,0.397,45403,68921
"1382","HG03679",0,26431296,0,17804,2194506,75382688,75047578.81,77572882,0.1327,0,1,79491,0
"1383","HG03680",0,25698060,0,18228,2209003,75368526,75047578.81,77572882,0.12709,0,1,77988,0
"1384","HG03681",0,24918109,0,18373,2179668,75397911,75047578.81,77572882,0.13873,0,1,77398,0
"1385","HG03684",0,24376029,0,26517,2247160,75394749,75047578.81,77572882,0.13748,0.575,0.425,47682,64599
"1386","HG03685",0,24377421,0,18496,2211201,75366010,75047578.81,77572882,0.1261,0,1,79907,0
"1387","HG03686",0,24217411,0,16149,2165860,75411533,75047578.81,77572882,0.14412,0,1,77413,0
"1388","HG03687",0,27862559,0,16876,2123549,75454079,75047578.81,77572882,0.16097,0,1,79938,0
"1389","HG03689",0,24715746,0,16696,2203387,75445042,75047578.81,77572882,0.15739,0.618,0.382,44092,71434
"1390","HG03690",0,18890462,0,10892,2029878,75577509,75047578.81,77572882,0.20985,0.319,0.681,65257,30503
"1391","HG03691",0,21682051,0,12412,2188890,75388103,75047578.81,77572882,0.13484,0,1,79144,0
"1392","HG03692",0,23571079,0,17244,2222107,75417019,75047578.81,77572882,0.1463,0.564,0.436,48203,62282
"1393","HG03693",0,26346865,0,18166,2209467,75368000,75047578.81,77572882,0.12688,0,1,80805,0
"1394","HG03694",0,25947830,0,16560,2236155,75340665,75047578.81,77572882,0.11606,0,1,77016,0
"1395","HG03695",0,24556724,0,13948,2139609,75437202,75047578.81,77572882,0.15429,0,1,81791,0
"1396","HG03696",0,23325105,0,11656,1871675,75705201,75047578.81,77572882,0.26041,0,1,79406,0
"1397","HG03697",0,23853081,0,15002,2185214,75389010,75047578.81,77572882,0.1352,0,1,81486,0
"1398","HG03698",0,21024208,0,13931,2253516,75391391,75047578.81,77572882,0.13615,0.601,0.399,44829,67504
"1399","HG03702",0,24486813,0,20036,2249441,75328412,75047578.81,77572882,0.11121,0,1,76907,0
"1400","HG03703",0,25787937,0,19336,2282960,75363363,75047578.81,77572882,0.12505,0.607,0.393,44690,68938
"1401","HG03705",0,25106984,0,8399,2184645,75392198,75047578.81,77572882,0.13647,0,1,78352,0
"1402","HG03706",0,20106095,0,8798,2253846,75391476,75047578.81,77572882,0.13618,0.612,0.388,43337,68310
"1403","HG03708",0,25107715,0,18620,2205641,75371700,75047578.81,77572882,0.12835,0,1,77797,0
"1404","HG03709",0,27150400,0,18782,2291166,75350681,75047578.81,77572882,0.12003,0.586,0.414,45994,65172
"1405","HG03711",0,22771476,0,11390,2129984,75447278,75047578.81,77572882,0.15828,0,1,78672,0
"1406","HG03713",0,23694392,0,21458,2221276,75356484,75047578.81,77572882,0.12232,0,1,77997,0
"1407","HG03714",0,24109879,0,19106,2300958,75343625,75047578.81,77572882,0.11723,0.603,0.397,44119,67048
"1408","HG03716",0,26743825,0,19631,2236283,75340747,75047578.81,77572882,0.11609,0,1,78905,0
"1409","HG03717",0,25395709,0,13135,2234315,75410858,75047578.81,77572882,0.14386,0.602,0.398,44940,67882
"1410","HG03718",0,24597357,0,9270,2147649,75429851,75047578.81,77572882,0.15138,0,1,77221,0
"1411","HG03720",0,24886363,0,16361,2176361,75400712,75047578.81,77572882,0.13984,0,1,78873,0
"1412","HG03722",0,23684726,0,22075,2157862,75486948,75047578.81,77572882,0.17399,0.585,0.415,47731,67332
"1413","HG03727",0,23213171,0,20334,2210825,75366387,75047578.81,77572882,0.12625,0,1,83457,0
"1414","HG03729",0,25491805,0,16563,2215572,75361681,75047578.81,77572882,0.12438,0,1,76721,0
"1415","HG03730",0,25263053,0,21392,2265426,75384270,75047578.81,77572882,0.13333,0.633,0.367,42063,72424
"1416","HG03731",0,26045600,0,17139,2270643,75377061,75047578.81,77572882,0.13047,0.615,0.385,43861,70064
"1417","HG03733",0,25129879,0,6648,2163848,75480393,75047578.81,77572882,0.17139,0.593,0.407,46173,67291
"1418","HG03736",0,25940317,0,15918,2285345,75364888,75047578.81,77572882,0.12565,0.633,0.367,42325,73101
"1419","HG03738",0,24135083,0,13365,2086979,75490230,75047578.81,77572882,0.17529,0,1,77843,0
"1420","HG03740",0,26120295,0,17929,2030183,75547445,75047578.81,77572882,0.19794,0,1,80205,0
"1421","HG03741",0,22950825,0,21104,2208350,75433653,75047578.81,77572882,0.15288,0.576,0.424,47555,64710
"1422","HG03742",0,24874882,0,17530,2215823,75361202,75047578.81,77572882,0.12419,0,1,80298,0
"1423","HG03743",0,23939603,0,23209,2142741,75434469,75047578.81,77572882,0.15321,0,1,77591,0
"1424","HG03744",0,24846057,0,17706,2220714,75356336,75047578.81,77572882,0.12227,0,1,75966,0
"1425","HG03745",0,25085312,0,14275,2147733,75429297,75047578.81,77572882,0.15116,0,1,77168,0
"1426","HG03746",0,24432963,0,20772,2219070,75358157,75047578.81,77572882,0.12299,0,1,79030,0
"1427","HG03750",0,23503512,0,6867,2175058,75402685,75047578.81,77572882,0.14062,0,1,80154,0
"1428","HG03752",0,23447975,0,12673,2153267,75481185,75047578.81,77572882,0.1717,0.514,0.486,54585,57782
"1429","HG03753",0,23710206,0,17966,2222467,75354508,75047578.81,77572882,0.12154,0,1,80224,0
"1430","HG03754",0,25288614,0,10361,2289376,75354946,75047578.81,77572882,0.12171,0.59,0.41,46510,67058
"1431","HG03755",0,24267502,0,16570,2226678,75350361,75047578.81,77572882,0.1199,0,1,76986,0
"1432","HG03756",0,25826270,0,17468,2173907,75479267,75047578.81,77572882,0.17095,0.637,0.363,43171,75871
"1433","HG03757",0,26418201,0,26126,2296296,75346568,75047578.81,77572882,0.1184,0.59,0.41,45421,65304
"1434","HG03760",0,25708810,0,16667,2278824,75368737,75047578.81,77572882,0.12718,0.603,0.397,46133,70205
"1435","HG03762",0,19582854,0,13773,2284991,75361998,75047578.81,77572882,0.12451,0.613,0.387,44084,69764
"1436","HG03765",0,21891757,0,13101,2286612,75362129,75047578.81,77572882,0.12456,0.623,0.377,43324,71493
"1437","HG03767",0,19066366,0,12876,2168101,75408802,75047578.81,77572882,0.14304,0,1,73511,0
"1438","HG03770",0,23906969,0,23615,2237562,75411718,75047578.81,77572882,0.1442,0.626,0.374,43257,72346
"1439","HG03771",0,25519592,0,22085,2224915,75352630,75047578.81,77572882,0.1208,0,1,79251,0
"1440","HG03772",0,24993171,0,11840,2207910,75437578,75047578.81,77572882,0.15444,0.599,0.401,45702,68189
"1441","HG03773",0,27998181,0,13668,2112118,75465028,75047578.81,77572882,0.16531,0,1,79319,0
"1442","HG03774",0,20987880,0,10959,2233217,75412511,75047578.81,77572882,0.14451,0.606,0.394,44665,68681
"1443","HG03775",0,25962353,0,17945,2170344,75406588,75047578.81,77572882,0.14216,0,1,76288,0
"1444","HG03777",0,27869124,0,14938,2197512,75379504,75047578.81,77572882,0.13144,0,1,74440,0
"1445","HG03778",0,25596037,0,18936,2206767,75370470,75047578.81,77572882,0.12786,0,1,78561,0
"1446","HG03779",0,25610943,0,19696,2227800,75349429,75047578.81,77572882,0.11953,0,1,78914,0
"1447","HG03780",0,23962922,0,13223,2275527,75370218,75047578.81,77572882,0.12776,0.603,0.397,45029,68474
"1448","HG03781",0,25368600,0,21470,2290567,75353103,75047578.81,77572882,0.12099,0.593,0.407,45723,66545
"1449","HG03782",0,26387998,0,15023,2287363,75356264,75047578.81,77572882,0.12224,0.593,0.407,45353,66175
"1450","HG03784",0,25077305,0,12802,2196528,75449997,75047578.81,77572882,0.15935,0.604,0.396,45342,69263
"1451","HG03785",0,24464597,0,9962,2143534,75433513,75047578.81,77572882,0.15283,0,1,79240,0
"1452","HG03786",0,24603651,0,13839,2121847,75455040,75047578.81,77572882,0.16135,0,1,78950,0
"1453","HG03787",0,24500785,0,21948,2293637,75351364,75047578.81,77572882,0.1203,0.602,0.398,45034,67987
"1454","HG03788",0,28261071,0,20787,2173732,75403751,75047578.81,77572882,0.14104,0,1,79887,0
"1455","HG03789",0,24389654,0,19138,2294666,75352907,75047578.81,77572882,0.12091,0.614,0.386,44213,70357
"1456","HG03790",0,25325259,0,13968,2191419,75385954,75047578.81,77572882,0.13399,0,1,78110,0
"1457","HG03792",0,23498256,0,14178,2138910,75438494,75047578.81,77572882,0.1548,0,1,79296,0
"1458","HG03793",0,19632281,0,20779,2280846,75369098,75047578.81,77572882,0.12732,0.626,0.374,43594,72818
"1459","HG03796",0,19499185,0,24359,2327563,75318966,75047578.81,77572882,0.10747,0.609,0.391,44117,68700
"1460","HG03800",0,20440074,0,24569,2240568,75336546,75047578.81,77572882,0.11443,0,1,78541,0
"1461","HG03802",0,20194937,0,21925,2280171,75364583,75047578.81,77572882,0.12553,0.596,0.404,45784,67622
"1462","HG03803",0,20724508,0,21684,2222253,75355173,75047578.81,77572882,0.1218,0,1,78869,0
"1463","HG03805",0,22108101,0,8715,2263375,75382495,75047578.81,77572882,0.13262,0.598,0.402,46039,68347
"1464","HG03808",0,20993754,0,17407,2273227,75374122,75047578.81,77572882,0.12931,0.61,0.39,44961,70349
"1465","HG03809",0,21069810,0,15410,2202597,75373953,75047578.81,77572882,0.12924,0,1,78782,0
"1466","HG03812",0,20374173,0,15893,2214127,75363465,75047578.81,77572882,0.12509,0,1,78931,0
"1467","HG03814",0,20312896,0,23743,2263246,75386132,75047578.81,77572882,0.13406,0.622,0.378,43925,72348
"1468","HG03815",0,20084826,0,20434,2212630,75364716,75047578.81,77572882,0.12558,0,1,77926,0
"1469","HG03817",0,20496486,0,14526,2213625,75432772,75047578.81,77572882,0.15253,0.613,0.387,43722,69351
"1470","HG03821",0,20675267,0,15004,2202675,75374458,75047578.81,77572882,0.12944,0,1,78824,0
"1471","HG03823",0,21268334,0,16889,2276213,75368680,75047578.81,77572882,0.12715,0.591,0.409,46797,67702
"1472","HG03824",0,20749656,0,21580,2206752,75370723,75047578.81,77572882,0.12796,0,1,81737,0
"1473","HG03826",0,19097900,0,17820,2284492,75360285,75047578.81,77572882,0.12383,0.588,0.412,47081,67193
"1474","HG03829",0,19936088,0,21314,2245986,75407255,75047578.81,77572882,0.14243,0.655,0.345,40719,77233
"1475","HG03830",0,21179219,0,17157,2213125,75364225,75047578.81,77572882,0.12539,0,1,79788,0
"1476","HG03832",0,20758830,0,16381,2290589,75354864,75047578.81,77572882,0.12168,0.607,0.393,44122,68212
"1477","HG03833",0,21321375,0,10213,2200723,75376416,75047578.81,77572882,0.13022,0,1,77441,0
"1478","HG03836",0,23429722,0,13309,2162474,75478916,75047578.81,77572882,0.17081,0.586,0.414,45539,64555
"1479","HG03837",0,25099044,0,12454,1913438,75664017,75047578.81,77572882,0.2441,0,1,78443,0
"1480","HG03838",0,25844898,0,22653,2187085,75452090,75047578.81,77572882,0.16018,0.557,0.443,48992,61498
"1481","HG03844",0,25439495,0,21174,2153416,75423664,75047578.81,77572882,0.14893,0,1,80220,0
"1482","HG03846",0,22461158,0,12839,2198841,75378546,75047578.81,77572882,0.13106,0,1,80376,0
"1483","HG03848",0,25293779,0,13538,2218849,75358122,75047578.81,77572882,0.12297,0,1,80398,0
"1484","HG03849",0,25854794,0,19258,2280185,75361524,75047578.81,77572882,0.12432,0.568,0.432,48889,64213
"1485","HG03850",0,21440048,0,13343,2170387,75407244,75047578.81,77572882,0.14242,0,1,79481,0
"1486","HG03851",0,24733087,0,11555,2206888,75370035,75047578.81,77572882,0.12769,0,1,80485,0
"1487","HG03854",0,22835132,0,12650,2082066,75495478,75047578.81,77572882,0.17736,0,1,81134,0
"1488","HG03856",0,26325601,0,17766,2163477,75413884,75047578.81,77572882,0.14505,0,1,78520,0
"1489","HG03857",0,25355176,0,21690,2292312,75351287,75047578.81,77572882,0.12027,0.589,0.411,46726,66842
"1490","HG03858",0,25218476,0,18489,2116219,75527293,75047578.81,77572882,0.18996,0.599,0.401,45147,67562
"1491","HG03861",0,24578123,0,12348,2203126,75430040,75047578.81,77572882,0.15145,0.514,0.486,53004,56090
"1492","HG03862",0,23694169,0,17949,2025776,75617468,75047578.81,77572882,0.22567,0.594,0.406,45385,66335
"1493","HG03863",0,24834855,0,14861,2261345,75381110,75047578.81,77572882,0.13208,0.589,0.411,45261,64955
"1494","HG03864",0,24596303,0,19069,2195927,75381835,75047578.81,77572882,0.13236,0,1,78722,0
"1495","HG03866",0,24189190,0,9938,2186314,75390703,75047578.81,77572882,0.13587,0,1,81382,0
"1496","HG03867",0,23751111,0,17504,2086964,75490270,75047578.81,77572882,0.1753,0,1,81703,0
"1497","HG03868",0,25044350,0,14951,2246757,75400193,75047578.81,77572882,0.13963,0.607,0.393,45010,69626
"1498","HG03869",0,24243508,0,18119,2224997,75351908,75047578.81,77572882,0.12051,0,1,79546,0
"1499","HG03870",0,21758121,0,12974,2198667,75378818,75047578.81,77572882,0.13117,0,1,76481,0
"1500","HG03871",0,23536408,0,14565,2199839,75377497,75047578.81,77572882,0.13064,0,1,78250,0
"1501","HG03872",0,24644575,0,14904,2213106,75364021,75047578.81,77572882,0.12531,0,1,81977,0
"1502","HG03873",0,25726872,0,9130,2282246,75369355,75047578.81,77572882,0.12742,0.637,0.363,42299,74244
"1503","HG03874",0,24203411,0,22170,2297222,75348753,75047578.81,77572882,0.11926,0.595,0.405,46679,68569
"1504","HG03875",0,26713974,0,16016,2090251,75486730,75047578.81,77572882,0.1739,0,1,79178,0
"1505","HG03882",0,25847216,0,17703,2280034,75369266,75047578.81,77572882,0.12739,0.62,0.38,44257,72236
"1506","HG03884",0,20004999,0,16910,2180564,75459385,75047578.81,77572882,0.16307,0.564,0.436,48519,62702
"1507","HG03885",0,21063570,0,15541,2184905,75391831,75047578.81,77572882,0.13632,0,1,78182,0
"1508","HG03886",0,24382417,0,16612,2292271,75355443,75047578.81,77572882,0.12191,0.617,0.383,43456,70094
"1509","HG03887",0,19619677,0,17897,2195671,75381615,75047578.81,77572882,0.13228,0,1,79730,0
"1510","HG03888",0,20709431,0,19762,2278143,75367163,75047578.81,77572882,0.12655,0.604,0.396,44638,68008
"1511","HG03890",0,26696378,0,14336,2229489,75347388,75047578.81,77572882,0.11872,0,1,79639,0
"1512","HG03894",0,24193631,0,12993,2221293,75428466,75047578.81,77572882,0.15083,0.635,0.365,41749,72671
"1513","HG03895",0,25334885,0,9887,2131849,75513887,75047578.81,77572882,0.18465,0.608,0.392,44154,68613
"1514","HG03896",0,24092549,0,14110,2014969,75562416,75047578.81,77572882,0.20387,0,1,79704,0
"1515","HG03897",0,24688761,0,12542,2258081,75380294,75047578.81,77572882,0.13175,0.566,0.434,46716,60827
"1516","HG03898",0,22585866,0,16410,2180092,75465998,75047578.81,77572882,0.16569,0.606,0.394,44766,68864
"1517","HG03899",0,23601062,0,8056,2140963,75436695,75047578.81,77572882,0.15409,0,1,82086,0
"1518","HG03900",0,25307966,0,15466,2131146,75446171,75047578.81,77572882,0.15784,0,1,79017,0
"1519","HG03902",0,20076443,0,15474,2216244,75361057,75047578.81,77572882,0.12413,0,1,79600,0
"1520","HG03905",0,21627823,0,15124,2218504,75358209,75047578.81,77572882,0.12301,0,1,79421,0
"1521","HG03907",0,20526920,0,19308,2234770,75412584,75047578.81,77572882,0.14454,0.603,0.397,46229,70089
"1522","HG03908",0,20842700,0,18761,2230879,75346621,75047578.81,77572882,0.11842,0,1,77457,0
"1523","HG03910",0,20478497,0,15690,2213689,75435018,75047578.81,77572882,0.15342,0.611,0.389,45873,72060
"1524","HG03911",0,19214478,0,15529,2196691,75380673,75047578.81,77572882,0.1319,0,1,77120,0
"1525","HG03913",0,20259417,0,14864,2266438,75381998,75047578.81,77572882,0.13243,0.62,0.38,43675,71263
"1526","HG03914",0,22270067,0,15655,2209949,75367400,75047578.81,77572882,0.12665,0,1,79604,0
"1527","HG03916",0,20840306,0,15895,2261392,75381691,75047578.81,77572882,0.13231,0.582,0.418,47171,65786
"1528","HG03917",0,22475858,0,18654,2227780,75349835,75047578.81,77572882,0.11969,0,1,79524,0
"1529","HG03919",0,20118965,0,16170,2288857,75356646,75047578.81,77572882,0.12239,0.604,0.396,44913,68602
"1530","HG03920",0,20755210,0,17805,2208551,75368602,75047578.81,77572882,0.12712,0,1,79745,0
"1531","HG03922",0,19770787,0,20241,2291593,75351197,75047578.81,77572882,0.12023,0.577,0.423,47977,65533
"1532","HG03925",0,19629839,0,19585,2286156,75357004,75047578.81,77572882,0.12253,0.588,0.412,45892,65553
"1533","HG03926",0,21518049,0,13326,2213237,75363906,75047578.81,77572882,0.12526,0,1,79983,0
"1534","HG03928",0,20668362,0,16674,2285128,75354819,75047578.81,77572882,0.12166,0.573,0.427,46536,62514
"1535","HG03931",0,20164713,0,17545,2289910,75352621,75047578.81,77572882,0.12079,0.59,0.41,45723,65695
"1536","HG03934",0,20953415,0,18085,2293005,75355562,75047578.81,77572882,0.12196,0.627,0.373,42776,71762
"1537","HG03937",0,22085219,0,16618,2260993,75385117,75047578.81,77572882,0.13366,0.613,0.387,43564,68949
"1538","HG03940",0,21030582,0,18696,2277232,75366391,75047578.81,77572882,0.12625,0.584,0.416,47102,66181
"1539","HG03941",0,20472445,0,20277,2202371,75374796,75047578.81,77572882,0.12958,0,1,76662,0
"1540","HG03943",0,24905998,0,16841,2190865,75386360,75047578.81,77572882,0.13415,0,1,78905,0
"1541","HG03944",0,24685173,0,12231,2205051,75440347,75047578.81,77572882,0.15553,0.604,0.396,44797,68399
"1542","HG03945",0,24071222,0,17947,2217885,75413412,75047578.81,77572882,0.14487,0.503,0.497,53198,53946
"1543","HG03947",0,27038322,0,16933,2272768,75367500,75047578.81,77572882,0.12669,0.57,0.43,47499,62847
"1544","HG03949",0,25209112,0,15203,2210834,75435767,75047578.81,77572882,0.15372,0.606,0.394,44664,68787
"1545","HG03950",0,25381101,0,18634,2221819,75355212,75047578.81,77572882,0.12182,0,1,77401,0
"1546","HG03951",0,25461820,0,17701,2304875,75340405,75047578.81,77572882,0.11596,0.604,0.396,44557,68001
"1547","HG03953",0,23071657,0,12646,2195449,75382490,75047578.81,77572882,0.13262,0,1,79322,0
"1548","HG03955",0,20405246,0,11460,2123131,75506269,75047578.81,77572882,0.18164,0.495,0.505,53306,52255
"1549","HG03960",0,25174698,0,15373,2195560,75381747,75047578.81,77572882,0.13233,0,1,78021,0
"1550","HG03963",0,26002178,0,19742,2212014,75365461,75047578.81,77572882,0.12588,0,1,78480,0
"1551","HG03965",0,27418231,0,20789,2209165,75368081,75047578.81,77572882,0.12692,0,1,78858,0
"1552","HG03967",0,24463065,0,16286,2112868,75464385,75047578.81,77572882,0.16505,0,1,77910,0
"1553","HG03968",0,24044309,0,13441,2259360,75384881,75047578.81,77572882,0.13357,0.599,0.401,44855,66967
"1554","HG03969",0,19811710,0,11726,2192082,75385083,75047578.81,77572882,0.13365,0,1,80863,0
"1555","HG03971",0,25600917,0,13825,2207952,75368951,75047578.81,77572882,0.12726,0,1,80364,0
"1556","HG03973",0,22582313,0,11437,2252439,75390791,75047578.81,77572882,0.13591,0.585,0.415,46974,66109
"1557","HG03974",0,23992051,0,16272,2218212,75359497,75047578.81,77572882,0.12352,0,1,78920,0
"1558","HG03976",0,22236693,0,16122,2210733,75366337,75047578.81,77572882,0.12623,0,1,78492,0
"1559","HG03977",0,24351192,0,17881,2267694,75382098,75047578.81,77572882,0.13247,0.624,0.376,43822,72631
"1560","HG03978",0,25607119,0,21427,2201469,75376202,75047578.81,77572882,0.13013,0,1,79623,0
"1561","HG03985",0,20727001,0,13300,2115954,75461478,75047578.81,77572882,0.1639,0,1,76944,0
"1562","HG03986",0,25009675,0,18315,2289799,75357745,75047578.81,77572882,0.12282,0.614,0.386,44117,70158
"1563","HG03989",0,22654697,0,10417,2218804,75424745,75047578.81,77572882,0.14935,0.59,0.41,45894,66094
"1564","HG03990",0,19862264,0,13108,2169961,75407843,75047578.81,77572882,0.14266,0,1,78502,0
"1565","HG03991",0,24780258,0,11919,2158830,75418448,75047578.81,77572882,0.14686,0,1,76954,0
"1566","HG03995",0,24635489,0,15340,2271001,75372772,75047578.81,77572882,0.12877,0.598,0.402,45242,67422
"1567","HG03998",0,23460211,0,5576,2220450,75356082,75047578.81,77572882,0.12216,0,1,76899,0
"1568","HG03999",0,24944100,0,15527,2202603,75374266,75047578.81,77572882,0.12937,0,1,79677,0
"1569","HG04001",0,20675810,0,9985,2220616,75422828,75047578.81,77572882,0.1486,0.591,0.409,46037,66408
"1570","HG04002",0,25753444,0,14986,2209911,75367429,75047578.81,77572882,0.12666,0,1,76710,0
"1571","HG04003",0,25858873,0,17947,2208161,75369326,75047578.81,77572882,0.12741,0,1,80685,0
"1572","HG04006",0,26513186,0,21597,2226688,75350625,75047578.81,77572882,0.12,0,1,82154,0
"1573","HG04014",0,24128178,0,15694,2260400,75385329,75047578.81,77572882,0.13375,0.616,0.384,42808,68611
"1574","HG04015",0,22912524,0,14901,2188662,75388276,75047578.81,77572882,0.13491,0,1,79092,0
"1575","HG04017",0,25641310,0,10054,2156314,75420565,75047578.81,77572882,0.1477,0,1,78187,0
"1576","HG04018",0,25556095,0,13415,2247802,75399873,75047578.81,77572882,0.13951,0.618,0.382,43699,70605
"1577","HG04019",0,25459365,0,13548,2199899,75377324,75047578.81,77572882,0.13058,0,1,79430,0
"1578","HG04020",0,28212513,0,15044,2169369,75408037,75047578.81,77572882,0.14274,0,1,76686,0
"1579","HG04022",0,24974230,0,15373,2191932,75385593,75047578.81,77572882,0.13385,0,1,79456,0
"1580","HG04023",0,24683712,0,9229,2077867,75499234,75047578.81,77572882,0.17885,0,1,77832,0
"1581","HG04025",0,25043793,0,9456,2170304,75477176,75047578.81,77572882,0.17012,0.614,0.386,44347,70591
"1582","HG04026",0,24574996,0,11446,2152869,75489098,75047578.81,77572882,0.17484,0.581,0.419,46597,64737
"1583","HG04029",0,20389786,0,11599,2168844,75465395,75047578.81,77572882,0.16545,0.543,0.457,48058,57003
"1584","HG04033",0,24653163,0,14843,2189394,75387986,75047578.81,77572882,0.1348,0,1,80305,0
"1585","HG04035",0,26198665,0,11151,2235972,75411765,75047578.81,77572882,0.14421,0.62,0.38,43211,70451
"1586","HG04038",0,21215319,0,12884,2228828,75410392,75047578.81,77572882,0.14367,0.567,0.433,47442,62236
"1587","HG04039",0,23594567,0,14234,2208128,75369138,75047578.81,77572882,0.12733,0,1,76522,0
"1588","HG04042",0,21239029,0,12033,2255983,75383892,75047578.81,77572882,0.13318,0.566,0.434,48235,62908
"1589","HG04047",0,24156661,0,15651,2268097,75381426,75047578.81,77572882,0.1322,0.622,0.378,43922,72408
"1590","HG04054",0,23178310,0,8908,2205015,75436669,75047578.81,77572882,0.15408,0.585,0.415,45829,64490
"1591","HG04056",0,26187073,0,8928,1971858,75602990,75047578.81,77572882,0.21994,0,1,79517,0
"1592","HG04059",0,22010407,0,13841,2258345,75385692,75047578.81,77572882,0.13389,0.593,0.407,45941,67046
"1593","HG04060",0,20185412,0,13104,2195079,75382268,75047578.81,77572882,0.13253,0,1,77457,0
"1594","HG04061",0,21241319,0,13583,2187670,75389656,75047578.81,77572882,0.13546,0,1,78038,0
